,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,cluster,label
4437,93,365,10,0.17,19,0,0
4439,175,3,22,0.4,1,3,0
4440,155,25,3,0.05,1,0,0
4441,129,30,4,0.08,52,0,0
4442,50,1,21,0.36,3,0,1
4443,499,7,2,0.03,1,1,0
4444,80,1,7,0.15,1,0,2
4446,47,2,14,0.28,1,0,1
4447,95,1,1,0.02,1,0,1
4448,249,1,150,2.52,1,3,0
4449,150,30,2,0.04,52,0,0
4450,77,3,139,2.29,1,0,1
4452,70,14,16,0.61,1,0,1
4453,100,30,6,0.11,52,0,0
4454,87,30,6,0.1,52,0,0
4455,245,4,3,0.05,1,3,0
4456,300,3,92,1.53,1,3,0
4457,55,1,2,0.03,1,0,1
4458,120,3,5,0.08,1,0,0
4459,40,31,2,0.15,6,0,1
4460,115,2,9,0.29,1,0,1
4461,93,75,16,0.3,19,0,0
4462,37,30,1,0.02,1,0,1
4463,240,2,18,0.29,1,3,0
4465,70,3,145,2.33,1,0,1
4466,149,30,5,0.1,52,0,0
4467,100,21,10,0.17,2,0,1
4468,200,2,12,1.52,1,3,0
4469,99,4,43,0.7,1,0,0
4470,220,8,5,0.08,1,3,0
4471,250,3,3,0.06,1,3,0
4472,103,30,12,0.2,29,0,0
4473,108,30,7,0.14,29,0,0
4474,75,3,5,0.1,3,0,1
4475,78,3,10,0.16,2,0,0
4476,75,4,6,0.13,1,0,1
4477,152,2,3,0.1,1,0,0
4478,150,1,32,0.51,1,0,0
4479,320,3,168,2.7,1,3,0
4480,220,29,4,0.07,1,3,0
4481,99,2,190,3.67,3,0,0
4482,950,3,42,0.69,2,1,0
4483,120,1,1,0.02,1,0,0
4484,100,1,5,0.08,1,0,0
4485,199,4,4,0.11,1,3,0
4486,100,1,257,4.2,1,0,1
4487,75,1,52,1.29,2,0,1
4488,84,30,7,0.12,52,0,0
4489,100,14,1,0.04,1,0,0
4490,75,3,85,1.41,4,0,1
4491,93,6,108,1.73,1,0,1
4492,140,4,64,1.38,2,0,0
4493,200,30,38,0.63,2,3,0
4494,200,2,2,0.03,1,3,0
4495,200,2,14,0.6,1,3,0
4496,100,1,1,0.02,1,0,0
4497,100,250,91,1.47,1,0,1
4498,120,7,100,1.61,1,0,0
4499,109,2,2,0.08,1,0,0
4500,126,2,15,0.8,2,0,1
4501,50,2,2,0.04,1,0,1
4502,325,4,6,0.12,1,3,0
4504,135,5,4,0.07,1,0,0
4505,52,2,1,0.02,1,0,0
4506,124,28,13,0.21,1,0,0
4507,59,3,35,0.61,1,0,1
4508,215,2,8,0.13,1,3,0
4509,240,2,8,0.13,2,3,1
4510,150,1,2,0.19,2,0,1
4511,83,2,2,0.03,1,0,1
4513,160,2,6,0.1,1,3,0
4514,200,1,8,0.13,1,3,2
4515,50,7,4,0.07,1,0,0
4516,87,30,8,0.2,52,0,0
4518,250,5,22,0.36,1,3,0
4519,162,2,123,3.47,1,0,0
4521,147,1,25,0.51,2,0,1
4522,149,2,225,3.7,1,0,0
4523,65,5,6,0.14,1,0,0
4524,250,5,2,0.21,1,3,0
4525,160,2,156,2.54,2,0,1
4526,150,5,10,0.16,1,0,0
4528,64,3,47,0.77,1,0,1
4529,33,2,182,3.62,2,0,1
4530,500,1,3,0.05,3,1,1
4531,150,3,55,0.94,1,0,0
4532,110,14,2,0.03,1,0,1
4533,145,2,119,1.96,2,0,0
4535,95,3,10,0.17,2,0,1
4536,185,5,60,1.3,1,3,0
4537,500,1,28,0.71,2,1,0
4538,115,3,2,0.03,1,0,0
4539,195,3,105,1.73,1,3,0
4540,105,21,5,0.08,1,0,0
4541,67,30,10,0.16,1,0,0
4542,75,1,1,0.02,1,0,0
4543,100,1,4,0.08,1,0,1
4544,125,7,56,0.93,1,0,0
4545,350,2,2,0.04,2,3,0
4546,150,1,12,0.33,1,0,0
4547,200,5,22,0.37,1,3,0
4548,270,3,6,0.16,1,3,0
4549,184,5,22,0.37,1,3,0
4550,275,4,19,0.32,1,3,0
4551,171,2,1,0.02,1,3,0
4553,200,4,4,0.07,1,3,0
4554,165,3,7,0.19,1,3,0
4555,85,2,23,0.45,3,0,1
4556,170,7,20,0.33,1,3,0
4557,70,3,69,1.13,1,0,1
4558,125,2,36,0.6,1,0,1
4559,275,3,63,1.02,1,3,0
4560,120,2,8,2.2,2,0,1
4562,225,4,2,0.11,1,3,0
4563,119,2,217,3.67,1,0,0
4564,175,3,6,0.1,1,3,0
4565,155,3,44,0.71,5,0,0
4566,100,3,1,0.02,1,0,0
4567,70,3,16,0.26,1,0,1
4568,95,3,58,0.96,4,0,0
4569,450,2,12,0.2,1,1,0
4570,215,5,28,0.53,1,3,0
4571,60,3,4,0.07,2,0,1
4572,75,5,35,0.67,1,0,1
4573,99,3,22,0.36,2,0,1
4574,300,2,85,1.81,2,3,0
4575,175,2,142,2.39,2,3,0
4576,195,3,8,0.13,1,3,0
4577,50,7,2,0.15,1,0,1
4578,175,4,1,0.03,1,3,0
4579,120,5,175,2.86,2,0,0
4580,54,10,11,0.19,1,0,1
4581,345,3,141,2.34,1,3,0
4582,225,3,76,1.24,3,3,0
4583,151,28,12,0.3,1,0,0
4584,110,1,189,3.06,4,0,0
4585,280,2,17,0.28,1,3,0
4586,99,1,75,1.28,1,0,1
4587,350,3,8,0.14,1,3,0
4589,120,3,214,3.47,1,0,0
4590,89,3,231,3.72,2,0,1
4591,120,3,1,0.02,1,0,1
4592,85,5,142,2.3,1,0,1
4593,220,2,119,1.93,1,3,0
4594,125,7,17,0.29,3,0,1
4595,189,1,3,0.05,1,3,0
4597,81,3,9,0.19,1,0,1
4598,45,2,136,2.22,1,0,2
4600,62,3,37,0.61,1,0,1
4601,330,2,122,1.98,2,3,0
4602,80,2,10,0.25,1,0,1
4603,65,2,9,0.21,1,0,2
4604,125,6,3,0.05,1,0,1
4605,165,2,172,3.1,1,0,0
4606,90,4,3,0.05,1,0,1
4607,120,3,8,0.13,1,0,0
4609,115,7,6,0.1,1,0,0
4610,55,1,47,0.79,1,0,1
4613,55,1,115,1.91,4,0,0
4614,400,6,34,0.56,1,3,0
4615,200,5,3,0.05,1,3,0
4616,111,2,45,3.08,1,0,0
4617,175,3,12,0.2,1,3,0
4618,150,2,31,0.54,1,0,0
4619,52,7,17,0.28,8,0,1
4620,88,30,2,0.09,1,0,0
4621,425,6,5,0.08,1,3,0
4622,175,1,2,0.05,1,3,0
4626,105,14,26,0.42,1,0,1
4627,265,2,10,0.18,1,3,0
4628,60,2,15,0.25,3,0,1
4629,45,3,13,0.21,1,0,1
4630,89,2,7,0.92,1,0,1
4631,200,4,102,1.7,1,3,0
4632,149,1,2,0.28,1,0,0
4633,80,1,134,4.36,1,0,1
4634,125,1,154,3.05,2,0,0
4635,78,5,13,0.22,1,0,0
4636,65,2,152,2.5,2,0,1
4637,350,7,5,0.14,1,3,0
4639,289,2,1,0.02,1,3,0
4640,158,30,1,0.14,21,0,0
4641,50,2,6,0.11,1,0,1
4642,234,4,5,0.08,1,3,0
4644,69,5,2,0.03,1,0,1
4645,135,1,18,0.35,1,0,0
4646,89,3,73,1.19,1,0,1
4647,16,2,21,1.69,1,0,0
4648,300,1,32,0.52,2,3,0
4649,250,5,49,0.83,1,3,0
4650,70,1,5,0.08,1,0,0
4651,140,3,118,1.91,1,0,1
4652,175,3,18,0.3,1,3,0
4653,160,3,2,0.03,1,3,0
4655,57,7,11,0.18,1,0,1
4656,90,3,2,1.58,1,0,1
4657,89,2,40,0.65,5,0,1
4658,90,4,22,0.37,1,0,0
4659,200,4,48,0.82,1,3,0
4660,100,2,52,1.08,2,0,0
4661,68,30,14,0.41,5,0,0
4662,170,4,14,0.23,1,3,0
4663,40,28,13,0.22,3,0,1
4664,500,4,6,0.18,3,1,0
4665,145,3,13,0.22,1,0,0
4666,250,3,16,0.27,2,3,0
4667,288,7,14,0.23,1,3,0
4668,245,3,18,0.3,1,3,0
4669,80,3,12,0.25,1,0,0
4670,125,5,5,0.08,1,0,0
4671,166,14,18,0.3,1,3,0
4672,330,4,11,0.18,1,3,0
4673,60,5,6,0.16,2,0,1
4674,130,1,3,0.05,1,0,1
4675,45,30,4,0.07,1,0,1
4676,165,3,159,2.71,1,0,0
4677,155,2,14,0.23,1,0,1
4678,119,60,1,0.04,1,0,0
4679,158,3,12,0.19,1,0,0
4680,169,5,51,0.83,1,3,0
4681,139,2,124,2.09,1,0,0
4682,125,4,7,0.11,1,0,0
4683,70,3,25,0.41,1,0,1
4684,135,1,173,4.69,3,0,1
4685,99,30,8,0.13,8,0,0
4688,250,3,30,0.51,1,3,0
4690,100,30,5,0.08,2,0,1
4691,128,3,89,1.53,1,0,0
4692,121,12,8,0.13,2,0,0
4693,160,30,36,0.63,2,0,0
4695,275,5,30,0.5,1,3,0
4696,180,3,3,0.07,1,3,0
4697,189,2,138,2.86,1,3,0
4699,99,2,148,2.46,1,0,0
4700,200,5,120,2.0,1,3,0
4701,145,4,115,1.9,2,0,0
4702,100,3,64,1.05,1,0,1
4703,240,1,22,0.37,1,3,0
4704,90,3,52,0.85,1,0,1
4705,220,2,55,0.91,1,3,0
4706,100,20,62,1.01,6,0,1
4707,59,1,142,2.34,3,0,1
4708,78,30,81,1.33,3,0,0
4709,75,2,85,1.41,2,0,0
4710,78,3,86,1.43,1,0,1
4711,250,1,4,0.07,1,3,0
4713,44,1,2,0.05,1,0,1
4714,69,2,25,0.47,2,0,1
4716,90,7,4,0.07,1,0,0
4717,125,4,10,0.17,1,0,0
4718,78,18,11,0.2,1,0,0
4719,785,2,85,1.52,1,1,0
4720,99,3,160,2.65,4,0,0
4721,74,30,9,0.16,1,0,1
4722,130,4,2,0.06,1,0,0
4723,105,2,216,3.54,1,0,0
4724,145,7,6,0.1,1,0,0
4725,90,1,146,2.67,2,0,1
4726,215,4,14,0.23,1,3,0
4727,100,3,1,0.03,1,0,0
4728,92,5,192,3.14,2,0,0
4729,185,29,5,0.08,1,3,0
4731,160,4,11,0.18,1,3,0
4732,93,110,12,0.26,19,0,0
4733,300,30,13,0.24,39,3,0
4734,75,1,3,0.05,3,0,1
4735,370,1,8,0.13,1,3,0
4736,425,2,4,0.07,1,3,0
4737,200,30,4,0.18,11,3,0
4738,125,2,55,0.89,1,0,1
4739,179,10,1,0.03,1,3,0
4740,46,2,55,1.24,1,0,1
4741,150,5,37,0.76,1,0,0
4742,52,4,37,0.6,2,0,1
4743,80,1,1,0.67,1,0,1
4744,120,2,4,0.08,1,0,0
4745,300,5,8,0.13,2,3,0
4746,110,2,1,0.02,1,0,1
4747,200,1,4,0.07,1,3,0
4748,75,5,9,0.16,1,0,0
4749,200,5,49,0.84,1,3,0
4750,300,3,11,0.19,1,3,0
4751,22,10,3,0.05,1,0,1
4752,129,30,15,0.27,52,0,0
4753,125,7,4,0.07,1,0,0
4755,185,5,18,0.3,1,3,0
4756,158,4,17,0.28,1,0,0
4758,316,3,29,0.49,1,3,0
4759,175,3,176,2.88,1,3,0
4760,97,3,33,0.65,1,0,0
4761,175,1,1,0.02,1,3,0
4763,72,3,6,0.1,1,0,1
4764,175,5,82,1.41,1,3,0
4766,85,5,1,0.04,1,0,0
4767,150,1,60,1.0,4,0,0
4768,225,2,257,4.21,2,3,0
4769,400,7,5,0.09,1,3,1
4770,125,4,14,0.3,1,0,1
4771,200,3,153,2.64,1,3,0
4775,89,10,10,0.18,1,0,0
4776,165,2,25,0.41,1,3,0
4778,285,1,89,1.47,2,3,0
4779,150,4,26,0.44,1,0,0
4780,70,2,10,0.16,2,0,1
4781,300,30,3,0.05,9,3,0
4782,220,5,3,0.13,1,3,0
4784,249,3,6,0.1,1,3,0
4786,69,3,18,0.29,4,0,1
4787,120,30,77,1.3,1,0,0
4788,69,2,60,1.05,2,0,1
4789,54,5,21,0.34,4,0,1
4790,50,5,24,0.39,4,0,1
4791,51,6,20,0.33,4,0,1
4792,99,3,10,0.58,1,0,1
4793,290,7,1,0.03,1,3,0
4795,49,2,114,1.87,4,0,1
4796,115,3,6,0.1,1,0,0
4797,78,21,60,0.99,1,0,1
4798,125,7,25,0.41,1,0,0
4799,135,3,225,3.69,2,0,0
4801,205,2,8,0.16,1,3,0
4802,95,30,36,0.61,1,0,0
4803,55,3,225,3.7,1,0,1
4804,47,2,118,1.99,1,0,1
4805,39,4,48,0.82,2,0,1
4806,349,5,19,0.45,1,3,0
4807,250,1,7,0.12,1,3,0
4808,290,7,90,1.53,1,3,0
4809,85,1,83,1.51,3,0,1
4810,170,2,1,0.02,1,3,0
4811,146,11,50,0.82,1,0,0
4812,99,2,7,0.12,1,0,0
4813,150,3,25,0.42,1,0,0
4814,240,2,87,1.46,1,3,0
4815,500,2,48,0.8,1,1,0
4816,48,2,33,0.92,1,0,1
4817,129,1,21,0.36,1,0,0
4818,750,3,16,0.27,1,1,0
4819,180,5,9,0.15,1,3,0
4820,70,3,1,0.09,1,0,1
4822,240,1,1,0.05,1,3,0
4823,100,5,10,0.17,1,0,0
4824,122,30,7,0.12,1,0,0
4825,400,3,9,0.36,2,3,0
4826,47,2,75,1.27,4,0,1
4827,140,3,12,0.2,1,0,0
4828,55,1,231,3.95,2,0,1
4829,110,4,3,0.05,1,0,0
4830,175,3,1,0.02,2,3,0
4831,80,7,6,0.18,1,0,0
4832,150,2,4,0.07,1,0,0
4833,200,4,4,0.07,1,3,0
4834,50,10,1,0.03,2,0,1
4835,99,1,21,0.47,2,0,1
4836,60,7,11,0.18,2,0,1
4837,225,1,39,2.73,1,3,0
4838,175,3,5,0.08,1,3,0
4839,60,7,16,0.26,1,0,1
4840,255,2,1,0.02,1,3,0
4841,75,15,4,0.07,2,0,1
4842,190,3,2,0.03,1,3,0
4843,495,3,15,0.27,3,1,0
4844,98,5,11,0.18,1,0,0
4847,215,1,107,1.8,1,3,0
4848,200,5,7,0.12,1,3,0
4849,100,2,45,0.98,1,0,0
4852,110,1,1,0.02,1,0,0
4853,115,3,64,1.05,2,0,0
4854,75,1,3,0.05,1,0,1
4855,289,1,7,0.12,1,3,0
4856,95,1,202,3.31,2,0,1
4857,197,1,285,4.83,1,3,0
4860,375,3,6,0.1,1,3,0
4861,56,1,145,2.38,1,0,1
4862,225,15,15,0.45,1,3,0
4863,70,7,1,0.02,1,0,0
4864,264,30,6,0.1,10,3,0
4865,199,30,11,0.19,10,3,0
4866,149,2,19,0.33,3,0,0
4867,142,1,169,2.8,2,0,0
4868,299,4,58,0.97,2,3,0
4869,50,3,15,0.25,1,0,0
4870,160,1,488,8.14,1,0,0
4871,127,4,142,2.34,1,0,0
4872,110,3,39,0.85,1,0,0
4873,69,2,36,0.6,3,0,1
4874,175,3,4,0.07,2,3,0
4875,179,5,72,1.18,1,3,0
4876,144,1,51,0.84,2,0,0
4878,150,1,1,0.02,1,0,0
4879,109,2,214,4.58,1,0,0
4881,75,3,4,0.08,1,0,0
4882,135,3,3,0.05,1,0,0
4884,38,30,8,0.14,18,0,1
4885,195,2,231,3.82,1,3,0
4886,146,3,91,1.52,2,0,0
4887,318,5,19,0.32,1,3,0
4889,140,2,133,2.52,2,0,0
4890,85,1,145,3.48,12,0,1
4891,170,1,1,0.02,1,3,0
4892,100,2,2,0.03,1,0,1
4893,350,4,8,0.13,1,3,0
4894,199,3,25,0.42,1,3,0
4895,77,6,17,0.29,1,0,1
4896,80,1,2,0.03,1,0,1
4897,79,2,11,0.19,1,0,1
4898,550,3,5,0.1,1,1,1
4899,155,5,7,0.12,1,0,0
4900,275,30,12,0.2,1,3,0
4901,119,2,10,0.18,1,0,0
4902,85,20,5,0.09,1,0,0
4904,90,2,127,2.15,1,0,1
4905,135,5,53,0.9,1,0,0
4906,90,3,230,3.79,1,0,1
4907,150,1,5,0.08,1,0,0
4908,38,3,76,1.3,3,0,1
4909,87,30,4,0.07,52,0,0
4910,210,5,3,0.05,1,3,0
4911,80,2,50,0.83,1,0,1
4912,250,3,20,0.39,1,3,0
4913,175,1,18,0.31,1,3,0
4914,65,1,52,0.87,2,0,1
4915,140,1,48,0.81,1,0,0
4916,129,4,17,0.28,1,0,0
4917,159,4,45,0.75,1,0,0
4919,249,3,44,0.74,1,3,0
4920,151,5,52,0.91,5,0,0
4921,79,4,70,1.19,1,0,1
4922,125,3,10,0.22,1,0,0
4923,135,5,76,1.28,1,0,0
4924,151,2,5,0.1,2,0,0
4925,600,3,73,1.23,1,1,0
4926,59,1,142,2.63,1,0,0
4927,273,4,85,1.41,1,3,0
4928,70,2,28,0.82,2,0,1
4929,95,1,2,0.03,1,0,1
4930,399,3,49,0.96,4,3,0
4931,96,1,332,5.57,2,0,1
4932,110,1,47,0.81,1,0,2
4934,69,2,249,4.12,2,0,1
4935,85,2,67,1.56,3,0,1
4936,150,2,121,2.02,1,0,0
4937,170,1,9,0.15,1,3,0
4938,125,5,12,0.2,1,0,0
4939,130,1,191,3.17,1,0,1
4940,145,1,358,5.96,1,0,0
4941,500,1,138,2.34,1,1,0
4942,95,3,160,2.78,2,0,1
4943,150,4,9,0.15,2,0,0
4945,56,2,180,3.04,1,0,1
4946,60,1,1,0.02,1,0,1
4947,85,3,37,0.62,1,0,0
4948,80,5,3,0.05,1,0,1
4949,100,3,16,0.26,1,0,1
4950,54,3,2,0.05,2,0,1
4951,113,4,38,0.63,1,0,0
4952,200,2,175,2.93,1,3,0
4953,75,5,5,0.1,1,0,1
4954,200,1,31,0.53,1,3,2
4955,110,30,4,0.07,1,0,0
4956,500,3,19,0.36,4,1,0
4958,200,1,14,0.24,1,3,0
4959,69,60,9,0.16,2,0,1
4960,200,5,64,1.09,1,3,0
4961,140,5,7,0.15,3,0,0
4962,45,4,37,0.64,4,0,1
4966,70,180,7,0.12,19,0,0
4967,200,2,62,1.06,1,3,1
4968,308,2,9,0.15,1,3,0
4969,270,5,8,0.21,1,3,0
4971,365,2,62,1.02,1,3,0
4972,99,1,83,1.39,1,0,1
4973,175,7,9,0.27,1,3,0
4974,220,4,60,1.01,1,3,0
4975,80,1,3,0.05,2,0,1
4976,230,2,7,0.15,1,3,0
4977,60,30,2,0.19,1,0,1
4978,120,14,1,0.03,1,0,1
4979,45,14,8,0.81,4,0,1
4980,100,4,50,0.83,1,0,0
4982,100,4,25,1.11,1,0,0
4983,230,1,29,0.49,1,3,0
4984,225,1,5,0.09,1,3,0
4985,120,2,60,1.0,1,0,0
4986,99,2,8,0.17,3,0,1
4988,122,1,157,2.64,1,0,0
4989,150,1,2,0.03,1,0,0
4990,140,2,292,4.95,2,0,0
4991,150,3,18,0.3,1,0,0
4992,38,30,77,1.28,11,0,1
4993,200,7,16,1.09,1,3,0
4994,50,1,12,0.31,1,0,1
4995,45,6,13,0.23,8,0,1
4996,90,30,1,0.02,1,0,1
4997,85,2,2,0.04,1,0,1
4999,108,2,81,1.35,1,0,0
5000,129,3,15,0.25,1,0,0
5001,275,2,180,2.99,2,3,0
5002,148,30,9,0.15,9,0,0
5004,160,2,5,0.08,1,3,0
5005,130,5,150,2.48,2,0,0
5006,180,3,192,3.2,1,3,1
5007,50,1,14,0.23,1,0,1
5008,145,6,61,1.17,1,0,1
5009,94,7,17,0.28,1,0,1
5010,180,2,24,0.41,1,3,0
5011,80,6,3,0.07,1,0,1
5012,97,3,15,0.25,1,0,0
5013,90,2,51,0.86,1,0,0
5014,70,2,56,0.94,1,0,0
5015,120,3,29,0.55,1,0,0
5016,120,3,116,1.95,1,0,0
5018,59,9,26,0.44,3,0,1
5019,91,3,33,0.65,1,0,1
5020,184,3,146,2.46,1,3,0
5021,45,1,13,0.26,1,0,1
5022,150,4,147,2.44,1,0,1
5023,139,3,24,0.49,1,0,0
5024,65,7,45,0.92,1,0,1
5025,65,2,13,0.28,2,0,1
5026,150,2,13,0.26,1,0,1
5027,115,2,5,0.08,1,0,0
5028,299,7,6,0.19,1,3,0
5029,80,2,103,1.7,1,0,0
5030,80,21,88,1.5,1,0,1
5032,135,1,14,0.27,1,0,1
5033,80,2,122,2.07,1,0,1
5034,69,1,4,0.09,1,0,1
5035,75,30,2,0.04,8,0,1
5036,94,10,26,0.52,1,0,0
5037,192,4,6,0.14,1,3,0
5038,50,21,3,0.3,8,0,1
5039,58,21,2,0.04,8,0,1
5040,120,6,25,0.42,4,0,0
5041,69,2,11,0.18,2,0,1
5042,50,4,2,0.03,1,0,1
5043,125,3,8,0.13,1,0,0
5044,50,30,14,0.23,6,0,1
5045,85,3,47,0.81,1,0,1
5046,59,1,173,2.87,3,0,1
5047,130,30,3,0.08,29,0,0
5048,104,30,11,0.19,8,0,0
5049,95,30,8,0.16,3,0,0
5050,199,5,40,0.68,8,3,0
5051,105,1,3,0.14,2,0,1
5052,34,6,81,1.35,3,0,1
5053,120,3,12,0.22,1,0,0
5054,87,6,11,0.28,1,0,0
5055,125,1,30,0.5,2,0,0
5056,170,2,41,0.69,2,3,0
5057,250,7,3,0.06,1,3,0
5058,55,1,3,0.05,1,0,1
5059,80,1,57,0.97,1,0,1
5060,95,30,10,0.28,3,0,0
5061,150,1,13,1.27,3,0,1
5062,140,5,28,0.6,1,0,0
5063,150,3,117,1.96,1,0,0
5064,159,3,1,0.02,1,0,0
5065,95,75,13,0.23,19,0,0
5066,159,30,3,0.08,52,3,0
5067,65,4,18,0.3,1,0,1
5068,100,1,26,2.52,1,0,0
5069,85,5,12,0.2,1,0,1
5070,175,2,25,0.43,1,3,0
5071,175,3,4,0.07,1,3,0
5072,260,7,3,0.05,2,3,0
5073,80,3,24,0.4,3,0,0
5074,69,2,56,0.95,7,0,1
5075,100,3,36,0.6,1,0,0
5076,85,1,31,0.51,2,0,1
5077,95,3,2,0.03,1,0,0
5078,160,30,15,0.25,39,3,0
5079,49,2,6,0.1,1,0,1
5080,65,1,35,0.88,1,0,1
5081,150,30,2,0.03,39,0,0
5082,115,30,3,0.06,52,0,0
5083,113,2,36,0.74,1,0,1
5084,110,30,10,0.18,52,0,0
5085,75,11,14,0.23,3,0,1
5086,250,5,2,0.04,1,3,0
5087,50,7,12,0.55,1,0,1
5088,81,30,99,1.67,3,0,0
5089,69,3,168,2.88,2,0,1
5090,125,5,1,0.03,2,0,1
5091,65,5,2,0.03,1,0,1
5093,175,30,2,0.06,96,3,0
5094,49,2,26,0.54,1,0,1
5095,191,3,51,0.88,1,3,0
5097,250,2,6,0.11,1,3,0
5098,216,1,233,3.89,1,3,0
5100,119,2,43,0.72,1,0,1
5101,118,30,4,0.08,29,0,0
5102,95,3,67,1.65,1,0,1
5103,110,3,34,0.57,1,0,0
5104,170,4,137,2.55,1,3,0
5105,99,3,9,0.15,1,0,0
5106,172,30,9,0.16,21,3,0
5107,75,2,3,0.06,1,0,1
5108,50,5,18,0.79,1,0,1
5109,77,2,145,2.42,1,0,1
5110,125,14,15,0.41,1,0,0
5111,75,2,111,1.89,1,0,1
5112,350,2,13,0.35,1,3,0
5113,55,4,27,0.46,4,0,1
5114,99,2,216,3.61,1,0,0
5115,545,2,6,0.12,3,1,0
5116,70,2,277,4.67,3,0,1
5118,150,4,2,0.03,1,0,0
5119,55,2,20,0.41,1,0,1
5120,100,7,46,0.87,1,0,0
5121,100,5,7,0.12,1,0,0
5122,95,2,116,2.18,1,0,0
5124,200,4,22,0.45,1,3,0
5125,190,1,20,0.33,1,3,0
5126,65,2,3,0.06,1,0,1
5127,400,2,120,2.05,1,3,0
5128,95,1,10,0.21,1,0,0
5129,197,2,207,3.46,2,3,0
5130,395,3,20,0.34,1,3,0
5131,100,1,2,0.04,1,0,1
5132,200,3,6,0.1,1,3,0
5133,165,3,6,0.1,1,3,0
5134,145,5,4,0.07,1,0,0
5135,75,1,135,2.27,1,0,0
5136,180,3,72,1.22,1,3,0
5137,73,4,48,0.8,5,0,1
5138,87,3,61,1.01,5,0,1
5139,74,3,60,1.0,5,0,1
5140,65,1,6,0.12,1,0,1
5141,199,8,48,1.06,1,3,0
5142,65,60,2,0.03,1,0,1
5143,160,7,5,0.09,1,3,0
5144,175,1,6,0.1,2,3,1
5146,195,30,7,0.14,39,3,0
5147,99,5,27,0.7,1,0,1
5148,175,1,121,2.03,2,3,0
5150,99,3,10,0.28,1,0,0
5151,100,2,6,0.16,1,0,1
5152,199,2,18,0.3,1,3,0
5153,199,3,118,2.12,1,3,0
5154,100,3,70,1.21,2,0,0
5155,45,2,38,1.6,2,0,2
5156,72,1,204,3.41,1,0,1
5157,129,2,179,2.99,1,0,0
5158,100,3,168,2.81,1,0,0
5159,85,7,2,0.03,1,0,0
5160,70,1,2,0.03,1,0,1
5161,100,2,5,0.09,1,0,0
5162,160,3,1,0.02,1,3,0
5163,185,30,1,0.02,2,3,0
5164,162,1,9,0.23,1,3,0
5165,80,1,2,0.03,1,0,1
5167,45,5,8,0.31,1,0,1
5168,129,30,6,0.12,52,0,0
5169,55,1,1,0.02,1,0,1
5170,68,5,12,0.26,1,0,1
5171,120,2,1,0.02,1,0,0
5172,55,2,41,1.09,2,0,1
5174,50,5,2,0.03,2,0,1
5175,150,1,7,0.12,1,0,0
5176,140,30,21,0.38,1,0,0
5177,136,30,9,0.17,14,0,0
5179,125,3,133,2.25,1,0,1
5181,82,3,56,0.94,5,0,1
5182,150,1,3,0.05,1,0,0
5183,90,8,17,0.42,1,0,0
5184,117,5,105,1.77,1,0,0
5185,71,3,55,1.03,5,0,1
5186,390,3,10,0.17,1,3,0
5187,58,3,93,2.1,1,0,1
5188,50,5,3,0.05,1,0,1
5189,150,5,10,0.17,1,0,0
5190,150,1,9,0.19,1,0,1
5191,80,7,47,0.8,2,0,1
5192,115,1,78,1.31,1,0,1
5194,95,30,10,0.22,52,0,0
5195,85,2,1,0.05,1,0,1
5196,180,3,72,1.31,1,3,0
5197,149,3,8,0.17,1,0,0
5198,200,7,16,0.34,1,3,0
5199,69,2,177,2.98,1,0,1
5200,85,5,25,0.44,1,0,1
5201,117,1,82,1.39,1,0,0
5202,219,1,68,1.15,1,3,0
5203,100,2,141,2.43,1,0,0
5204,320,3,39,0.71,1,3,0
5205,95,30,54,0.91,26,0,1
5206,110,1,16,0.32,5,0,1
5207,105,24,2,0.04,1,0,0
5208,134,4,46,0.89,1,0,0
5209,45,10,9,0.26,1,0,1
5210,200,13,3,0.05,1,3,0
5211,110,2,79,1.33,1,0,1
5212,150,3,72,1.23,2,0,0
5213,149,2,234,3.9,1,0,0
5214,85,2,52,0.91,2,0,1
5215,200,7,5,0.09,1,3,0
5216,170,3,116,1.96,2,3,0
5217,40,3,59,1.0,1,0,1
5219,95,1,389,6.51,2,0,1
5220,95,1,64,1.12,2,0,1
5221,350,1,9,0.2,1,3,1
5222,165,3,173,2.97,1,0,0
5223,120,2,21,0.51,1,0,0
5224,130,3,10,0.38,1,0,1
5225,40,1,8,0.16,4,0,1
5226,130,3,135,2.27,2,0,0
5227,120,3,80,1.37,1,0,0
5228,90,1,40,0.68,1,0,0
5229,120,2,82,1.6,1,0,1
5230,115,1,16,0.27,1,0,2
5231,150,2,1,0.02,1,0,0
5232,170,1,20,0.4,1,3,1
5233,124,5,85,1.45,1,0,0
5234,104,30,16,0.28,8,0,0
5235,99,30,14,0.24,8,0,0
5237,158,30,5,0.1,21,0,0
5240,115,1,2,0.03,1,0,0
5241,55,1,276,4.63,2,0,1
5242,72,3,154,2.72,2,0,1
5243,170,30,12,0.22,39,3,0
5244,150,7,15,0.27,1,0,0
5245,39,1,13,1.18,2,0,1
5246,49,2,77,1.53,1,0,1
5247,39,30,9,0.16,18,0,1
5248,200,3,78,1.33,1,3,0
5249,185,30,12,0.2,1,3,0
5250,200,4,17,0.29,1,3,0
5251,110,3,1,0.02,1,0,1
5252,275,3,4,0.07,1,3,0
5253,105,1,372,6.23,2,0,1
5254,260,1,299,5.04,2,3,0
5255,175,25,4,0.07,1,3,0
5256,90,3,96,1.66,1,0,0
